prfInformationCarrier,prfYear,prfMonth,prfPrdOilGrossMillSm3,prfPrdGasGrossBillSm3,prfPrdCondensateGrossMillSm3,prfPrdOeGrossMillSm3,prfPrdProducedWaterInFieldMillSm3,prfNpdidInformationCarrier
ALVE,2015,3,0.0153,0.05389,0,0.06918,0.00024,4444332
ALVE,2015,4,0.01451,0.05119,0,0.0657,0.00015,4444332
ALVE,2015,5,0.01529,0.05432,0,0.06961,0.00008,4444332
ALVE,2015,6,0.01464,0.05069,0,0.06533,0.00011,4444332
ALVE,2015,7,0.01272,0.05048,0,0.06321,0.00006,4444332
ALVE,2015,8,0.01202,0.04598,0,0.058,0.00008,4444332
ALVE,2015,9,0.01104,0.04218,0,0.05322,0.00011,4444332
ALVE,2015,10,0.01061,0.03839,0,0.04899,0.00013,4444332
ALVE,2015,11,0.01007,0.03671,0,0.04678,0.00011,4444332
ALVE,2015,12,0.01034,0.03786,0,0.0482,0.00011,4444332
ALVE,2016,1,0.01031,0.038,0,0.0483,0.00009,4444332
ALVE,2016,2,0.01031,0.04006,0,0.05037,0.00007,4444332
ALVE,2016,3,0.0102,0.03682,0,0.04702,0.00008,4444332
ALVE,2016,4,0.00982,0.03518,0,0.045,0.00008,4444332
ALVE,2016,5,0.01035,0.03776,0,0.04812,0.00003,4444332
ALVE,2016,6,0.00996,0.03702,0,0.04698,0.00005,4444332
ALVE,2016,7,0.01295,0.0465,0,0.05945,0.00029,4444332
ALVE,2016,8,0.0144,0.04798,0,0.06237,0.00003,4444332
ALVE,2016,9,0,0,0,0,0,4444332
ALVE,2016,10,0.01849,0.05821,0,0.0767,0.00006,4444332
ALVE,2016,11,0.01993,0.06665,0,0.08658,0.00025,4444332
ALVE,2016,12,0.01971,0.07956,0,0.09926,0.00046,4444332
ALVE,2017,1,0.01579,0.06997,0,0.08576,0.00013,4444332
ALVE,2017,2,0.01376,0.06257,0,0.07633,0.00012,4444332
ALVE,2017,3,0.01455,0.06953,0,0.08408,0.00019,4444332
ALVE,2017,4,0.01336,0.06409,0,0.07745,0.00023,4444332
ALVE,2017,5,0.01382,0.06854,0,0.08236,0.0002,4444332
ALVE,2017,6,0.01362,0.06489,0,0.07851,0.00086,4444332
ALVE,2017,7,0.0164,0.08422,0,0.10062,0.00098,4444332
ALVE,2017,8,0.01608,0.08228,0,0.09836,0.00088,4444332
ALVE,2017,9,0.01436,0.07246,0,0.08682,0.00077,4444332
ALVE,2017,10,0.01539,0.07848,0,0.09387,0.00094,4444332
ALVE,2017,11,0.01421,0.07133,0,0.08554,0.00258,4444332
ALVE,2017,12,0.01445,0.07372,0,0.08817,0.0047,4444332
ALVE,2018,1,0.01035,0.05442,0,0.06477,0.00253,4444332
ALVE,2018,2,0.01115,0.06075,0,0.0719,0.00207,4444332
ALVE,2018,3,0.01206,0.06662,0,0.07868,0.00325,4444332
ALVE,2018,4,0.0118,0.06682,0,0.07862,0.00301,4444332
ALVE,2018,5,0.01208,0.06829,0,0.08037,0.00175,4444332
ALVE,2018,6,0.01161,0.06593,0,0.07754,0.00158,4444332
ALVE,2018,7,0.01154,0.06541,0,0.07695,0.00159,4444332
ALVE,2018,8,0.01192,0.06732,0,0.07924,0.00176,4444332
ALVE,2018,9,0.0109,0.06142,0,0.07232,0.00184,4444332
ALVE,2018,10,0.01134,0.06388,0,0.07522,0.00166,4444332
ALVE,2018,11,0.01098,0.06331,0,0.07429,0.00153,4444332
ALVE,2018,12,0.01095,0.06286,0,0.07381,0.00125,4444332
ALVE,2019,1,0.011,0.06354,0,0.07454,0.0012,4444332
ALVE,2019,2,0.00988,0.05708,0,0.06696,0.00114,4444332
ALVE,2019,3,0.01071,0.06186,0,0.07257,0.0012,4444332
ALVE,2019,4,0.01027,0.05931,0,0.06959,0.00115,4444332
ALVE,2019,5,0.01068,0.06192,0,0.0726,0.00116,4444332
ALVE,2019,6,0.01034,0.06018,0,0.07051,0.00114,4444332
ALVE,2019,7,0.00916,0.05209,0,0.06125,0.00118,4444332
ALVE,2019,8,0.0094,0.05452,0,0.06393,0.0011,4444332
ALVE,2019,9,0.00805,0.04535,0,0.0534,0.00098,4444332
ALVE,2019,10,0.00951,0.05397,0,0.06348,0.00105,4444332
ALVE,2019,11,0.00782,0.04503,0,0.05284,0.00093,4444332
ALVE,2019,12,0.00978,0.0592,0,0.06899,0.00119,4444332
ALVE,2020,1,0.00409,0.03372,0,0.03781,0.00074,4444332
ALVE,2020,2,0.00504,0.04161,0,0.04665,0.00085,4444332
ALVE,2020,3,0.0029,0.04446,0,0.04736,0.00047,4444332
ALVE,2020,4,0.00224,0.03875,0,0.04099,0.00036,4444332
ALVE,2020,5,0.00215,0.03752,0,0.03968,0.00034,4444332
ALVE,2020,6,0.00333,0.03641,0,0.03974,0.00056,4444332
ALVE,2020,7,0.00499,0.04916,0,0.05414,0.00087,4444332
ALVE,2020,8,0.00504,0.04675,0,0.05178,0.0009,4444332
ALVE,2020,9,0.00397,0.02752,0,0.03149,0.00066,4444332
ALVE,2020,10,0.00485,0.03594,0,0.04079,0.00076,4444332
ALVE,2020,11,0.00322,0.02387,0,0.02709,0.00045,4444332
ALVE,2020,12,0.00587,0.05776,0,0.06363,0.00106,4444332
ALVE,2021,1,0.00504,0.05427,0,0.05932,0.00104,4444332
ALVE,2021,2,0.0042,0.04639,0,0.05058,0.00083,4444332
ALVE,2021,3,0.00542,0.05678,0,0.06221,0.00107,4444332
ALVE,2021,4,0.00534,0.04987,0,0.05521,0.00092,4444332
ALVE,2021,5,0.00211,0.01931,0,0.02142,0.00036,4444332
ALVE,2021,6,0.00047,0.00238,0,0.00285,0.00014,4444332
ALVE,2021,7,0.0045,0.05062,0,0.05511,0.00083,4444332
ALVE,2021,8,0.00427,0.04476,0,0.04903,0.00074,4444332
ALVE,2021,9,0.00205,0.03224,0,0.03429,0.00037,4444332
ALVE,2021,10,0.00387,0.03541,0,0.03928,0.00073,4444332
ALVE,2021,11,0.00469,0.04979,0,0.05447,0.00088,4444332
ALVE,2021,12,0.00508,0.05429,0,0.05937,0.00101,4444332
ALVE,2022,1,0.00522,0.05453,0,0.05974,0.0011,4444332
ALVE,2022,2,0.00485,0.05009,0,0.05493,0.001,4444332
ALVE,2022,3,0.00519,0.05255,0,0.05774,0.0011,4444332
ALVE,2022,4,0.00497,0.05041,0,0.05538,0.00112,4444332
ALVE,2022,5,0.00473,0.04542,0,0.05015,0.00102,4444332
ALVHEIM,2008,6,0.19114,0.01505,0,0.2062,0.00018,2845712
ALVHEIM,2008,7,0.29483,0.02504,0,0.31988,0.00006,2845712
ALVHEIM,2008,8,0.37268,0.03676,0,0.40944,0.00007,2845712
ALVHEIM,2008,9,0.39635,0.03903,0,0.43539,0.00003,2845712
ALVHEIM,2008,10,0.27419,0.02117,0,0.29535,0,2845712
ALVHEIM,2008,11,0.35673,0.03101,0,0.38775,0.00009,2845712
ALVHEIM,2008,12,0.39104,0.03475,0,0.42578,0.00062,2845712
ALVHEIM,2009,1,0.3624,0.03262,0,0.39501,0.00053,2845712
ALVHEIM,2009,2,0.39805,0.03781,0,0.43586,0.00191,2845712
ALVHEIM,2009,3,0.43106,0.04489,0,0.47595,0.00165,2845712
ALVHEIM,2009,4,0.38918,0.03613,0,0.42532,0.01755,2845712
ALVHEIM,2009,5,0.29907,0.02735,0,0.32641,0.01544,2845712
ALVHEIM,2009,6,0.49196,0.04513,0,0.53709,0.0283,2845712
ALVHEIM,2009,7,0.47749,0.04608,0,0.52357,0.03858,2845712
ALVHEIM,2009,8,0.33107,0.03044,0,0.36151,0.03023,2845712
ALVHEIM,2009,9,0.45744,0.04431,0,0.50174,0.04812,2845712
ALVHEIM,2009,10,0.52051,0.0533,0,0.57381,0.07545,2845712
ALVHEIM,2009,11,0.44256,0.04529,0,0.48785,0.07028,2845712
ALVHEIM,2009,12,0.35407,0.03376,0,0.38783,0.04885,2845712
ALVHEIM,2010,1,0.41893,0.03964,0,0.45857,0.06369,2845712
ALVHEIM,2010,2,0.39788,0.03794,0,0.43582,0.06289,2845712
ALVHEIM,2010,3,0.44427,0.04329,0,0.48756,0.0817,2845712
ALVHEIM,2010,4,0.39562,0.03987,0,0.43549,0.08384,2845712
ALVHEIM,2010,5,0.37757,0.03768,0,0.41525,0.00319,2845712
ALVHEIM,2010,6,0.40217,0.04045,0,0.44263,0.00595,2845712
ALVHEIM,2010,7,0.40518,0.04248,0,0.44765,0.0023,2845712
ALVHEIM,2010,8,0.40133,0.04342,0,0.44475,0.00459,2845712
ALVHEIM,2010,9,0.34382,0.03706,0,0.38088,0.00111,2845712
ALVHEIM,2010,10,0.33404,0.038,0,0.37204,0.00274,2845712
ALVHEIM,2010,11,0.23906,0.02678,0,0.26584,0.00346,2845712
ALVHEIM,2010,12,0.35423,0.03662,0,0.39085,0.02471,2845712
ALVHEIM,2011,1,0.38631,0.04486,0,0.43117,0.04092,2845712
ALVHEIM,2011,2,0.35478,0.04278,0,0.39755,0.00413,2845712
ALVHEIM,2011,3,0.35206,0.04285,0,0.39491,0.0089,2845712
ALVHEIM,2011,4,0.33129,0.03908,0,0.37037,0.00735,2845712
ALVHEIM,2011,5,0.18047,0.02013,0,0.2006,0.05489,2845712
ALVHEIM,2011,6,0.32229,0.03544,0,0.35773,0.10489,2845712
ALVHEIM,2011,7,0.31948,0.04045,0,0.35992,0.11533,2845712
ALVHEIM,2011,8,0.26809,0.03213,0,0.30022,0.09913,2845712
ALVHEIM,2011,9,0.28599,0.03636,0,0.32235,0.12499,2845712
ALVHEIM,2011,10,0.35251,0.04877,0,0.40128,0.11872,2845712
ALVHEIM,2011,11,0.34177,0.05175,0,0.39352,0.12517,2845712
ALVHEIM,2011,12,0.35193,0.05709,0,0.40902,0.13084,2845712
ALVHEIM,2012,1,0.35664,0.05293,0,0.40957,0.13634,2845712
ALVHEIM,2012,2,0.31487,0.04407,0,0.35894,0.12966,2845712
ALVHEIM,2012,3,0.36392,0.05875,0,0.42267,0.15302,2845712
ALVHEIM,2012,4,0.35448,0.0573,0,0.41178,0.16372,2845712
ALVHEIM,2012,5,0.34881,0.05597,0,0.40478,0.17177,2845712
ALVHEIM,2012,6,0.29176,0.04853,0,0.34029,0.15071,2845712
ALVHEIM,2012,7,0.32557,0.05387,0,0.37944,0.17618,2845712
ALVHEIM,2012,8,0.32937,0.05811,0,0.38749,0.18269,2845712
ALVHEIM,2012,9,0.31134,0.05722,0,0.36856,0.18981,2845712
ALVHEIM,2012,10,0.32355,0.05365,0,0.3772,0.21688,2845712
ALVHEIM,2012,11,0.34293,0.05919,0,0.40212,0.22154,2845712
ALVHEIM,2012,12,0.34375,0.05895,0,0.4027,0.21872,2845712
ALVHEIM,2013,1,0.3319,0.05904,0,0.39094,0.27432,2845712
ALVHEIM,2013,2,0.27005,0.04893,0,0.31898,0.18695,2845712
ALVHEIM,2013,3,0.32578,0.05749,0,0.38328,0.23335,2845712
ALVHEIM,2013,4,0.3057,0.05399,0,0.35969,0.23591,2845712
ALVHEIM,2013,5,0.3094,0.05466,0,0.36407,0.24626,2845712
ALVHEIM,2013,6,0.28961,0.0526,0,0.3422,0.24056,2845712
ALVHEIM,2013,7,0.27078,0.04884,0,0.31962,0.23342,2845712
ALVHEIM,2013,8,0.18916,0.03287,0,0.22203,0.17213,2845712
ALVHEIM,2013,9,0.27122,0.04876,0,0.31998,0.23586,2845712
ALVHEIM,2013,10,0.28792,0.05605,0,0.34397,0.24821,2845712
ALVHEIM,2013,11,0.27948,0.05566,0,0.33514,0.23008,2845712
ALVHEIM,2013,12,0.27836,0.05832,0,0.33668,0.23458,2845712
ALVHEIM,2014,1,0.24202,0.04863,0,0.29065,0.23735,2845712
ALVHEIM,2014,2,0.24326,0.05068,0,0.29394,0.23011,2845712
ALVHEIM,2014,3,0.27215,0.0582,0,0.33035,0.26296,2845712
ALVHEIM,2014,4,0.25481,0.05169,0,0.3065,0.27017,2845712
ALVHEIM,2014,5,0.30004,0.05676,0,0.3568,0.33932,2845712
ALVHEIM,2014,6,0.27189,0.05281,0,0.3247,0.32736,2845712
ALVHEIM,2014,7,0.28462,0.05418,0,0.33879,0.38415,2845712
ALVHEIM,2014,8,0.27942,0.05274,0,0.33216,0.37139,2845712
ALVHEIM,2014,9,0.15767,0.02954,0,0.1872,0.21182,2845712
ALVHEIM,2014,10,0.28115,0.04971,0,0.33086,0.40267,2845712
ALVHEIM,2014,11,0.26348,0.05011,0,0.31358,0.3998,2845712
ALVHEIM,2014,12,0.26978,0.05276,0,0.32254,0.42299,2845712
ALVHEIM,2015,1,0.25266,0.0497,0,0.30236,0.42675,2845712
ALVHEIM,2015,2,0.22175,0.03989,0,0.26164,0.40555,2845712
ALVHEIM,2015,3,0.22077,0.03733,0,0.2581,0.39492,2845712
ALVHEIM,2015,4,0.20265,0.03467,0,0.23732,0.41589,2845712
ALVHEIM,2015,5,0.19038,0.03204,0,0.22242,0.35206,2845712
ALVHEIM,2015,6,0.2174,0.03911,0,0.25651,0.41359,2845712
ALVHEIM,2015,7,0.22553,0.03624,0,0.26177,0.42055,2845712
ALVHEIM,2015,8,0.21814,0.03588,0,0.25402,0.42053,2845712
ALVHEIM,2015,9,0.23262,0.03665,0,0.26928,0.35362,2845712
ALVHEIM,2015,10,0.23057,0.03825,0,0.26882,0.41357,2845712
ALVHEIM,2015,11,0.15965,0.02612,0,0.18577,0.2968,2845712
ALVHEIM,2015,12,0.19826,0.03181,0,0.23007,0.34602,2845712
ALVHEIM,2016,1,0.25332,0.04252,0,0.29584,0.38563,2845712
ALVHEIM,2016,2,0.23041,0.04129,0,0.2717,0.37687,2845712
ALVHEIM,2016,3,0.23732,0.04403,0,0.28136,0.39961,2845712
ALVHEIM,2016,4,0.2185,0.04159,0,0.26009,0.38088,2845712
ALVHEIM,2016,5,0.24906,0.04035,0,0.2894,0.37535,2845712
ALVHEIM,2016,6,0.29044,0.04611,0,0.33655,0.37153,2845712
ALVHEIM,2016,7,0.31193,0.047,0,0.35894,0.37889,2845712
ALVHEIM,2016,8,0.1731,0.02685,0,0.19995,0.20336,2845712
ALVHEIM,2016,9,0.31073,0.05395,0,0.36468,0.36315,2845712
ALVHEIM,2016,10,0.31788,0.05983,0,0.37771,0.39198,2845712
ALVHEIM,2016,11,0.35706,0.05471,0,0.41176,0.40972,2845712
ALVHEIM,2016,12,0.37121,0.0553,0,0.4265,0.40274,2845712
ALVHEIM,2017,1,0.41969,0.05324,0,0.47293,0.39804,2845712
ALVHEIM,2017,2,0.39109,0.04739,0,0.43848,0.36224,2845712
ALVHEIM,2017,3,0.44302,0.06643,0,0.50945,0.43992,2845712
ALVHEIM,2017,4,0.40635,0.06175,0,0.4681,0.40919,2845712
ALVHEIM,2017,5,0.40896,0.06336,0,0.47232,0.48555,2845712
ALVHEIM,2017,6,0.37693,0.06014,0,0.43707,0.49931,2845712
ALVHEIM,2017,7,0.34352,0.04909,0,0.39262,0.51835,2845712
ALVHEIM,2017,8,0.31358,0.04597,0,0.35955,0.49697,2845712
ALVHEIM,2017,9,0.27822,0.04419,0,0.32241,0.4634,2845712
ALVHEIM,2017,10,0.28065,0.04444,0,0.32509,0.46306,2845712
ALVHEIM,2017,11,0.26637,0.04622,0,0.31259,0.46676,2845712
ALVHEIM,2017,12,0.27009,0.05179,0,0.32188,0.50453,2845712
ALVHEIM,2018,1,0.24448,0.03871,0,0.28319,0.50715,2845712
ALVHEIM,2018,2,0.25576,0.04133,0,0.29708,0.37503,2845712
ALVHEIM,2018,3,0.28756,0.04978,0,0.33735,0.3528,2845712
ALVHEIM,2018,4,0.23218,0.03897,0,0.27115,0.33224,2845712
ALVHEIM,2018,5,0.27234,0.04795,0,0.32029,0.45094,2845712
ALVHEIM,2018,6,0.26391,0.04799,0,0.3119,0.45589,2845712
ALVHEIM,2018,7,0.26376,0.04803,0,0.31179,0.5004,2845712
ALVHEIM,2018,8,0.22773,0.04531,0,0.27304,0.46477,2845712
ALVHEIM,2018,9,0.24995,0.05123,0,0.30117,0.52723,2845712
ALVHEIM,2018,10,0.24806,0.04959,0,0.29764,0.55965,2845712
ALVHEIM,2018,11,0.2691,0.05014,0,0.31924,0.53414,2845712
ALVHEIM,2018,12,0.31665,0.05676,0,0.3734,0.52,2845712
ALVHEIM,2019,1,0.30277,0.05925,0,0.36202,0.51549,2845712
ALVHEIM,2019,2,0.23708,0.04843,0,0.28552,0.41979,2845712
ALVHEIM,2019,3,0.26403,0.05649,0,0.32052,0.50786,2845712
ALVHEIM,2019,4,0.24965,0.05558,0,0.30523,0.48632,2845712
ALVHEIM,2019,5,0.25152,0.05557,0,0.30709,0.51197,2845712
ALVHEIM,2019,6,0.23437,0.05359,0,0.28796,0.45556,2845712
ALVHEIM,2019,7,0.23696,0.05476,0,0.29171,0.45965,2845712
ALVHEIM,2019,8,0.22734,0.05721,0,0.28455,0.43228,2845712
ALVHEIM,2019,9,0.21279,0.0521,0,0.26489,0.43666,2845712
ALVHEIM,2019,10,0.21041,0.0565,0,0.26692,0.4748,2845712
ALVHEIM,2019,11,0.21405,0.05908,0,0.27313,0.47649,2845712
ALVHEIM,2019,12,0.22711,0.06343,0,0.29053,0.53628,2845712
ALVHEIM,2020,1,0.22766,0.06572,0,0.29338,0.54288,2845712
ALVHEIM,2020,2,0.20726,0.05948,0,0.26673,0.503,2845712
ALVHEIM,2020,3,0.21506,0.06023,0,0.27529,0.53346,2845712
ALVHEIM,2020,4,0.21121,0.06119,0,0.27241,0.53982,2845712
ALVHEIM,2020,5,0.20956,0.0615,0,0.27105,0.5654,2845712
ALVHEIM,2020,6,0.16827,0.04926,0,0.21754,0.46676,2845712
ALVHEIM,2020,7,0.18269,0.0538,0,0.23649,0.51091,2845712
ALVHEIM,2020,8,0.15995,0.04537,0,0.20532,0.43971,2845712
ALVHEIM,2020,9,0.17113,0.04816,0,0.21929,0.517,2845712
ALVHEIM,2020,10,0.18358,0.05701,0,0.24059,0.55524,2845712
ALVHEIM,2020,11,0.22914,0.05903,0,0.28817,0.49866,2845712
ALVHEIM,2020,12,0.22947,0.06642,0,0.29588,0.53534,2845712
ALVHEIM,2021,1,0.21285,0.06337,0,0.27622,0.54004,2845712
ALVHEIM,2021,2,0.18821,0.05604,0,0.24426,0.50004,2845712
ALVHEIM,2021,3,0.20165,0.05754,0,0.25919,0.51397,2845712
ALVHEIM,2021,4,0.18327,0.04693,0,0.23019,0.32348,2845712
ALVHEIM,2021,5,0.21641,0.06027,0,0.27668,0.52332,2845712
ALVHEIM,2021,6,0.21461,0.05902,0,0.27362,0.51193,2845712
ALVHEIM,2021,7,0.21677,0.05889,0,0.27566,0.52956,2845712
ALVHEIM,2021,8,0.22611,0.06364,0,0.28975,0.52296,2845712
ALVHEIM,2021,9,0.20552,0.05568,0,0.2612,0.49027,2845712
ALVHEIM,2021,10,0.19628,0.04497,0,0.24125,0.48968,2845712
ALVHEIM,2021,11,0.18378,0.03859,0,0.22237,0.50358,2845712
ALVHEIM,2021,12,0.19882,0.04571,0,0.24453,0.56214,2845712
ALVHEIM,2022,1,0.20041,0.05035,0,0.25076,0.57197,2845712
ALVHEIM,2022,2,0.20489,0.05006,0,0.25494,0.46153,2845712
ALVHEIM,2022,3,0.21718,0.05941,0,0.27659,0.52119,2845712
ALVHEIM,2022,4,0.1975,0.06209,0,0.25959,0.44929,2845712
ALVHEIM,2022,5,0.20526,0.0679,0,0.27316,0.50102,2845712
ATLA,2012,9,0,0,0,0,0,21106284
ATLA,2012,10,0,0.05706,0.02153,0.0786,0,21106284
ATLA,2012,11,0,0.08092,0.02681,0.10773,0,21106284
ATLA,2012,12,0,0.08623,0.02587,0.11209,0,21106284
ATLA,2013,1,0,0.04088,0.01225,0.05313,0,21106284
ATLA,2013,2,0,0.02556,0.00713,0.03269,0,21106284
ATLA,2013,3,0,0.0744,0.02208,0.09647,0,21106284
ATLA,2013,4,0,0.05647,0.01509,0.07156,0,21106284
ATLA,2013,5,0,0.05745,0.01406,0.07151,0,21106284
ATLA,2013,6,0,0.05767,0.01473,0.0724,0,21106284
ATLA,2013,7,0,0.04459,0.01226,0.05685,0,21106284
ATLA,2013,8,0,0.02493,0.00572,0.03065,0,21106284
ATLA,2013,9,0,0.0473,0.01056,0.05786,0,21106284
ATLA,2013,10,0,0.05608,0.01161,0.06769,0,21106284
ATLA,2013,11,0,0.0324,0.00787,0.04027,0,21106284
ATLA,2013,12,0,0.04527,0.01149,0.05676,0,21106284
ATLA,2014,1,0,0.03515,0.00843,0.04358,0,21106284
ATLA,2014,2,0,0.02145,0.0033,0.02475,0,21106284
ATLA,2014,3,0,0.03277,0.00631,0.03908,0,21106284
ATLA,2014,4,0,0.01916,0.00462,0.02378,0,21106284
ATLA,2014,5,0,0,0,0,0,21106284
ATLA,2014,6,0,0.0122,0.00539,0.01759,0,21106284
ATLA,2014,7,0,0.02654,0.0063,0.03284,0,21106284
ATLA,2014,8,0,0.01461,0.00405,0.01866,0,21106284
ATLA,2014,9,0,0.02658,0.00502,0.0316,0,21106284
ATLA,2014,10,0,0.02519,0.00552,0.03071,0,21106284
ATLA,2014,11,0,0.01758,0.00326,0.02084,0,21106284
ATLA,2014,12,0,0.0148,0.00276,0.01756,0,21106284
ATLA,2015,1,0,0.02546,0.00421,0.02967,0,21106284
ATLA,2015,2,0,0.01707,0.00378,0.02086,0,21106284
ATLA,2015,3,0,0.0139,0.00359,0.01749,0,21106284
ATLA,2015,4,0,0.0197,0.00426,0.02397,0,21106284
ATLA,2015,5,0,0.01944,0.00426,0.02369,0,21106284
ATLA,2015,6,0,0.01451,0.00325,0.01776,0,21106284
ATLA,2015,7,0,0.01328,0.00305,0.01633,0,21106284
ATLA,2015,8,0,0.01331,0.00265,0.01596,0,21106284
ATLA,2015,9,0,0.01226,0.00241,0.01467,0,21106284
ATLA,2015,10,0,0.00905,0.00171,0.01076,0,21106284
ATLA,2015,11,0,0.01284,0.00263,0.01547,0,21106284
ATLA,2015,12,0,0.01385,0.00287,0.01672,0,21106284
ATLA,2016,1,0,0.01296,0.00271,0.01567,0.00131,21106284
ATLA,2016,2,0,0.01312,0.00282,0.01593,0.00131,21106284
ATLA,2016,3,0,0.00685,0.00169,0.00853,0.00084,21106284
ATLA,2016,4,0,0,0,0,0,21106284
ATLA,2016,5,0,0,0,0,0.00003,21106284
ATLA,2016,6,0,0.00895,0.002,0.01094,0.00028,21106284
ATLA,2016,7,0,0.00668,0.00124,0.00791,0.00015,21106284
ATLA,2016,8,0,0,0,0,0,21106284
ATLA,2016,9,0,0,0,0,0,21106284
ATLA,2016,10,0,0,0,0,0,21106284
ATLA,2016,11,0,0,0,0,0,21106284
ATLA,2016,12,0,0,0,0,0.00012,21106284
ATLA,2017,1,0,0.00446,0.00066,0.00512,0.00009,21106284
ATLA,2017,2,0,0,0,0,0,21106284
ATLA,2017,3,0,0,0,0,0,21106284
ATLA,2017,4,0,0,0,0,0,21106284
ATLA,2017,5,0,0,0,0,0,21106284
ATLA,2017,6,0,0,0,0,0,21106284
ATLA,2017,7,0,0.00984,0.00135,0.01119,0.00017,21106284
ATLA,2017,8,0,0,0,0,0,21106284
ATLA,2017,9,0,0,0,0,0,21106284
ATLA,2017,10,0,0,0,0,0,21106284
ATLA,2017,11,0,0,0,0,0,21106284
ATLA,2017,12,0,0,0,0,0,21106284
ATLA,2018,1,0,0,0,0,0,21106284
ATLA,2018,2,0,0,0,0,0,21106284
ATLA,2018,3,0,0,0,0,0,21106284
ATLA,2018,4,0,0,0,0,0,21106284
ATLA,2018,5,0,0,0,0,0,21106284
ATLA,2018,6,0,0,0,0,0,21106284
ATLA,2018,7,0,0,0,0,0,21106284
ATLA,2018,8,0,0,0,0,0,21106284
ATLA,2018,9,0,0,0,0,0,21106284
ATLA,2018,10,0,0,0,0,0,21106284
ATLA,2018,11,0,0.01511,0.00237,0.01748,0.00023,21106284
ATLA,2018,12,0,0.01574,0.00258,0.01832,0.00034,21106284
ATLA,2019,1,0,0.01236,0.00209,0.01445,0.00025,21106284
ATLA,2019,2,0,0.01015,0.00165,0.0118,0.00018,21106284
ATLA,2019,3,0,0.00959,0.00158,0.01117,0.00018,21106284
ATLA,2019,4,0,0.00618,0.00105,0.00723,0.00012,21106284
ATLA,2019,5,0,0.02022,0.00378,0.024,0.0001,21106284
ATLA,2019,6,0,0,0,0,0,21106284
ATLA,2019,7,0,0,0,0,0,21106284
ATLA,2019,8,0,0,0,0,0,21106284
ATLA,2019,9,0,0,0,0,0,21106284
ATLA,2019,10,0,0,0,0,0,21106284
ATLA,2019,11,0,0,0,0,0,21106284
ATLA,2019,12,0,0,0,0,0,21106284
ATLA,2020,1,0,0,0,0,0,21106284
ATLA,2020,2,0,0,0,0,0,21106284
ATLA,2020,3,0,0,0,0,0,21106284
ATLA,2020,4,0,0,0,0,0,21106284
ATLA,2020,5,0,0,0,0,0,21106284
ATLA,2020,6,0,0,0,0,0,21106284
ATLA,2020,7,0,0,0,0,0,21106284
ATLA,2020,8,0,0,0,0,0,21106284
ATLA,2020,9,0,0,0,0,0,21106284
ATLA,2020,10,0,0,0,0,0,21106284
ATLA,2020,11,0,0,0,0,0,21106284
ATLA,2020,12,0,0,0,0,0,21106284
ATLA,2021,1,0,0,0,0,0.00001,21106284
ATLA,2021,2,0,0,0,0,0,21106284
ATLA,2021,3,0,0,0,0,0,21106284
ATLA,2021,4,0,0,0,0,0,21106284
ATLA,2021,5,0,0.00858,0.0015,0.01008,0.00023,21106284
ATLA,2021,6,0,0,0,0,0,21106284
ATLA,2021,7,0,0.01385,0.00182,0.01567,0.00031,21106284
ATLA,2021,8,0,0.01584,0.00257,0.01841,0.00037,21106284
ATLA,2021,9,0,0.01166,0.00307,0.01473,0.00028,21106284
ATLA,2021,10,0,0.00688,0.00075,0.00763,0.00017,21106284
ATLA,2021,11,0,0,0,0,0,21106284
ATLA,2021,12,0,0,0,0,0,21106284
ATLA,2022,1,0,0,0,0,0,21106284
ATLA,2022,2,0,0.00751,0.00116,0.00867,0.00021,21106284
ATLA,2022,3,0,0.00716,0.00143,0.00858,0.00015,21106284
ATLA,2022,4,0,0.00129,0.0005,0.00179,0,21106284
ATLA,2022,5,0,0,0,0,0,21106284
BALDER,1991,5,0.01948,0.00096,0,0.02044,0,43562
BALDER,1991,6,0.02696,0.00142,0,0.02838,0,43562
BALDER,1991,7,0.03225,0.00156,0,0.03381,0,43562
BALDER,1991,8,0.02055,0.001,0,0.02155,0,43562
BALDER,1991,9,0.02932,0.00142,0,0.03074,0,43562
BALDER,1999,10,0.18143,0.00762,0,0.18904,0,43562
BALDER,1999,11,0.3247,0.01561,0,0.34031,0,43562
BALDER,1999,12,0.37508,0.0192,0,0.39428,0.0059,43562
BALDER,2000,1,0.36884,0.01915,0,0.38798,0.02588,43562
BALDER,2000,2,0.33987,0.0176,0,0.35748,0.03409,43562
BALDER,2000,3,0.37402,0.01968,0,0.39369,0.10784,43562
BALDER,2000,4,0.35999,0.01849,0,0.37848,0.09137,43562
BALDER,2000,5,0.35973,0.01827,0,0.37799,0.0981,43562
BALDER,2000,6,0.34205,0.01804,0,0.36009,0.08286,43562
BALDER,2000,7,0.31716,0.01667,0,0.33383,0.11648,43562
BALDER,2000,8,0.31274,0.01703,0,0.32977,0.12002,43562
BALDER,2000,9,0.29559,0.01612,0,0.31171,0.11326,43562
BALDER,2000,10,0.33776,0.01849,0,0.35625,0.14164,43562
BALDER,2000,11,0.29458,0.01496,0,0.30954,0.13203,43562
BALDER,2000,12,0.31568,0.01695,0,0.33263,0.14804,43562
BALDER,2001,1,0.30062,0.01629,0,0.31691,0.17624,43562
BALDER,2001,2,0.22696,0.01221,0,0.23917,0.11737,43562
BALDER,2001,3,0.24638,0.01331,0,0.25969,0.12481,43562
